rank_sales;game_name;publisher;developer;platform;platform_name;global_sales;game_genre;meta_critic_score;meta_user_score;release_day;release_month;release_year
824;Sleeping Dogs: Definitive Edition;Square Enix;United Front Games;PS4;Xbox One;440000.0;Action;75;8.1;14;10;2014
453;Sleeping Dogs: Definitive Edition;Square Enix;United Front Games;XOne;Xbox One;200000.0;Action-Adventure;75;8.1;14;10;2014
461;Dead Rising 4: Frank's Big Package;Capcom;Capcom;PS4;PlayStation 4;160000.0;Action-Adventure;72;5.8;5;12;2017
475;Gravity Rush Remastered;Sony Computer Entertainment;Bluepoint Games;PS4;PlayStation 4;160000.0;Action-Adventure;80;8.1;2;2;2016
592;Gravity Rush Remastered;Sony Computer Entertainment Europe;Bluepoint Games;PS4;PlayStation 4;20000.0;Action-Adventure;80;8.1;2;2;2016
475;Gravity Rush Remastered;Sony Computer Entertainment;Bluepoint Games;PS4;PlayStation 4;160000.0;Action-Adventure;80;8.1;2;2;2016
592;Gravity Rush Remastered;Sony Computer Entertainment Europe;Bluepoint Games;PS4;PlayStation 4;20000.0;Action-Adventure;80;8.1;2;2;2016
477;Assassin's Creed Rogue Remastered;Ubisoft;Ubisoft;PS4;PlayStation 4;150000.0;Action-Adventure;71;6.6;20;3;2018
570;Assassin's Creed Rogue Remastered;Ubisoft;Ubisoft;XOne;PlayStation 4;40000.0;Action-Adventure;71;6.6;20;3;2018
477;Assassin's Creed Rogue Remastered;Ubisoft;Ubisoft;PS4;Xbox One;150000.0;Action-Adventure;71;7.3;20;3;2018
570;Assassin's Creed Rogue Remastered;Ubisoft;Ubisoft;XOne;Xbox One;40000.0;Action-Adventure;71;7.3;20;3;2018
1765;We Happy Few;Gearbox Software;Compulsion Games;PC;PlayStation 4;;Action;67;5.4;10;8;2018
496;We Happy Few;Gearbox Software;Compulsion Games;PS4;PlayStation 4;140000.0;Action-Adventure;67;5.4;10;8;2018
526;We Happy Few;Gearbox Software;Compulsion Games;XOne;PlayStation 4;90000.0;Action-Adventure;67;5.4;10;8;2018
1765;We Happy Few;Gearbox Software;Compulsion Games;PC;Xbox One;;Action;64;5.7;10;8;2018
496;We Happy Few;Gearbox Software;Compulsion Games;PS4;Xbox One;140000.0;Action-Adventure;64;5.7;10;8;2018
526;We Happy Few;Gearbox Software;Compulsion Games;XOne;Xbox One;90000.0;Action-Adventure;64;5.7;10;8;2018
506;LEGO Batman 2: DC Super Heroes;Warner Bros. Interactive Entertainment;Traveller's Tales;WiiU;Wii U;120000.0;Action-Adventure;77;7.5;21;5;2013
524;Resident Evil 4;Capcom;Capcom;PS4;PlayStation 4;100000.0;Action-Adventure;82;8.5;30;8;2016
556;Resident Evil 4;Capcom;Capcom;XOne;PlayStation 4;50000.0;Action-Adventure;82;8.5;30;8;2016
524;Resident Evil 4;Capcom;Capcom;PS4;Xbox One;100000.0;Action-Adventure;76;8.2;30;8;2016
556;Resident Evil 4;Capcom;Capcom;XOne;Xbox One;50000.0;Action-Adventure;76;8.2;30;8;2016
536;ARK: Survival Evolved;Studio Wildcard;Studio Wildcard;NS;Switch;80000.0;Action-Adventure;29;2.5;30;11;2018
537;Disneyland Adventures;Microsoft Studios;Asobo Studio;XOne;Xbox One;70000.0;Action-Adventure;67;5.8;31;10;2017
562;Earthfall;Gearbox Software;Holospark;PS4;PlayStation 4;40000.0;Action-Adventure;54;5.6;13;7;2018
574;Earthfall;Gearbox Software;Holospark;XOne;PlayStation 4;30000.0;Action-Adventure;54;5.6;13;7;2018
931;Earthfall;Gearbox Software;Holospark;PC;PlayStation 4;;Action-Adventure;54;5.6;13;7;2018
562;Earthfall;Gearbox Software;Holospark;PS4;Xbox One;40000.0;Action-Adventure;56;5.5;13;7;2018
574;Earthfall;Gearbox Software;Holospark;XOne;Xbox One;30000.0;Action-Adventure;56;5.5;13;7;2018
931;Earthfall;Gearbox Software;Holospark;PC;Xbox One;;Action-Adventure;56;5.5;13;7;2018
576;Override: Mech City Brawl;Modus Games;The Balance Inc;PS4;PlayStation 4;30000.0;Action-Adventure;59;7.0;4;12;2018
590;Override: Mech City Brawl;Modus Games;The Balance Inc;XOne;PlayStation 4;20000.0;Action-Adventure;59;7.0;4;12;2018
1165;Override: Mech City Brawl;Modus Games;The Balance Inc;PC;PlayStation 4;;Action-Adventure;59;7.0;4;12;2018
576;Override: Mech City Brawl;Modus Games;The Balance Inc;PS4;Xbox One;30000.0;Action-Adventure;64;6.6;4;12;2018
590;Override: Mech City Brawl;Modus Games;The Balance Inc;XOne;Xbox One;20000.0;Action-Adventure;64;6.6;4;12;2018
1165;Override: Mech City Brawl;Modus Games;The Balance Inc;PC;Xbox One;;Action-Adventure;64;6.6;4;12;2018
577;Beast Quest;Maximum Games;Torus Games;PS4;PlayStation 4;30000.0;Action-Adventure;33;4.6;13;3;2018
582;Beast Quest;Maximum Games;Torus Games;XOne;PlayStation 4;30000.0;Action-Adventure;33;4.6;13;3;2018
583;Onimusha: Warlords;Capcom;Capcom;PS4;PlayStation 4;30000.0;Action-Adventure;73;6.6;15;1;2019
606;Onimusha: Warlords;Capcom;Capcom;NS;PlayStation 4;10000.0;Action-Adventure;73;6.6;15;1;2019
1148;Onimusha: Warlords;Capcom;Capcom;PC;PlayStation 4;;Action-Adventure;73;6.6;15;1;2019
1149;Onimusha: Warlords;Capcom;Capcom;XOne;PlayStation 4;;Action-Adventure;73;6.6;15;1;2019
1480;Agony;PlayWay;Madmind Studio;PC;PlayStation 4;;Action;37;4.6;29;5;2018
390;Agony;PlayWay;Madmind Studio;All;PlayStation 4;;Action-Adventure;37;4.6;29;5;2018
391;Agony;PlayWay;Madmind Studio;Series;PlayStation 4;;Action-Adventure;37;4.6;29;5;2018
585;Agony;Maximum Games;Madmind Studio;PS4;PlayStation 4;30000.0;Action-Adventure;37;4.6;29;5;2018
589;Agony;Maximum Games;Madmind Studio;XOne;PlayStation 4;20000.0;Action-Adventure;37;4.6;29;5;2018
1480;Agony;PlayWay;Madmind Studio;PC;Xbox One;;Action;34;4.3;29;5;2018
390;Agony;PlayWay;Madmind Studio;All;Xbox One;;Action-Adventure;34;4.3;29;5;2018
391;Agony;PlayWay;Madmind Studio;Series;Xbox One;;Action-Adventure;34;4.3;29;5;2018
585;Agony;Maximum Games;Madmind Studio;PS4;Xbox One;30000.0;Action-Adventure;34;4.3;29;5;2018
589;Agony;Maximum Games;Madmind Studio;XOne;Xbox One;20000.0;Action-Adventure;34;4.3;29;5;2018
